name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,ns,a,spf,hosting_asn,hosting_org,final_mx,final_ns,final_a,final_spf,final_hosting_asn,final_hosting_org,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status
Náttúruhamfaratrygging Íslands,Natural Catastrophe Insurance of Iceland,,,https://nti.is/,nti.is,https://island.is:443/s/nti,island.is,4,301; 301; 308; 307,nti-is.mail.protection.outlook.com,dell.netvistun.is; dell2.netvistun.is,51.104.28.72,v=spf1 ip4:185.219.149.91 ip4:93.95.74.6 ip4:93.95.78.22 ip4:185.219.149.92 include:spf.protection.outlook.com -all,8075,cloud,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),Other,Microsoft 365,AWS,Other,Internal .is redirect
Landskjörstjórn,,,,http://www.landskjor.is/,landskjor.is,https://island.is/s/landskjorstjorn,island.is,1,302,,forwarding00.isnic.is; forwarding01.isnic.is,185.93.156.157; 193.4.58.98,,1850,IS-ISNIC-CORE,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Unknown,Local (.is),Other,Microsoft 365,AWS,Other,Internal .is redirect
Ríkissaksóknari,Director of Public Prosecution,,,https://www.rikissaksoknari.is/,rikissaksoknari.is,https://island.is:443/s/rikissaksoknari,island.is,3,301; 308; 307,,ns1.hugsmidjan.is; ns2.hugsmidjan.is; ns3.hugsmidjan.is,34.251.144.192; 54.77.239.177; 63.32.127.239,,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Unknown,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Gæða- og eftirlitsstofnun velferðarmála,Quality and Supervisory Authority for Welfare,,,https://gev.is,gev.is,https://island.is:443/s/gev,island.is,3,301; 308; 307,gev-is.mail.protection.outlook.com,dns3.midja.is; dns4.midja.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 include:spf.protection.outlook.com include:_spf.thekking.is include:_spf.gopro.net -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Geislavarnir ríkisins,Icelandic Radiation Safety Authoroty,,,https://gr.is/,gr.is,https://island.is:443/s/geislavarnir-rikisins,island.is,3,301; 308; 307,gr-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns2.1984.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Heilbrigðisstofnun Norðurlands,The Health Care Institution of North Iceland,,,https://island.is/s/hsn,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Heilbrigðisstofnun Suðurlands,The Health Care Institution of South Iceland,,,https://www.hsu.is/,hsu.is,https://island.is:443/s/hsu,island.is,1,301,hsu-is.mail.protection.outlook.com,ns1.okhysing.is; ns2.okhysing.is,178.248.20.132,v=spf1 a:mx4.midja.is include:spf.protection.outlook.com -all,60690,IS-NETHONNUN,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),Other,Microsoft 365,AWS,Other,Internal .is redirect
Ríkislögmaður,Office of the Attorney General (Civil affairs),,,https://www.rikislogmadur.is/,rikislogmadur.is,https://island.is:443/s/rikislogmadur,island.is,1,301,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Cloudflare,AWS,Microsoft 365,AWS,Other,Internal .is redirect
Vísindasiðanefnd,The National Bioethics Committee,,,http://www.vsn.is/,vsn.is,https://island.is:443/s/visindasidanefnd,island.is,3,301; 308; 307,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Cloudflare,AWS,Microsoft 365,AWS,Other,Internal .is redirect
Reykjavíkurborg,Reykjavikurborg,,,https://reykjavik.is/,reykjavik.is,,,0,,reykjavik-is.mail.protection.outlook.com,ns-1.reykjavik.is; ns-2.reykjavik.is,20.31.19.172,v=spf1 mx ip4:82.112.64.0/19 include:spf.hysing.is ip4:217.28.176.107 ip4:80.248.30.97 ip4:217.171.209.2 include:_spf.atlassian.net include:spf.mandrillapp.com include:_spf.qualtrics.com include:spf.protection.outlook.com include:_spf.mailersend.net -all,8075,MSFT,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Kvennaskólinn í Reykjavík,Kvennaskólinn í Reykjavík - Upper-Secondary School,,,https://www.kvenno.is/,kvenno.is,,,0,,kvenno-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,52.19.46.82,v=spf1 include:spf.protection.outlook.com include:spf.inna.is include:smtp.thekking.is include:_spf.gopro.net -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Kópavogsbær,Kópavogsbær,,,https://www.kopavogur.is/,kopavogur.is,,,0,,spamvorn.internet.is,cloe.ns.cloudflare.com; yahir.ns.cloudflare.com,52.49.138.181,v=spf1  ip4:194.31.61.25 ip4:213.176.128.0/24 ip4:193.4.194.0/24 include:_spf.email.stefna.is include:spf.protection.outlook.com include:spf.vala.is include:spf-eu.exlibrisgroup.com include:spf-eu.emailsignatures365.com -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Cloudflare,AWS,,,,No redirect
Kjósarhreppur,Kjósarhreppur,,,https://www.kjos.is/,kjos.is,,,0,,kjos-is.mail.protection.outlook.com,ns1.thekking.is; ns2.thekking.is,52.19.46.82,v=spf1 ip4:213.167.155.138 include:spf.protection.outlook.com include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Íslenskar orkurannsóknir,Iceland GeoSurvey,,,https://www.isor.is/,isor.is,,,1,301,isor-is.mail.protection.outlook.com,jaime.ns.cloudflare.com; paityn.ns.cloudflare.com,104.21.94.14; 172.67.218.55,v=spf1 mx a:mx-out.isor.is include:spf.protection.outlook.com -all,13335,CLOUDFLARENET,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect
Ísafjarðarbær,Ísafjarðarbær,,,https://www.isafjordur.is/is,isafjordur.is,,,0,,isafjordur-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:_spf.kjarni.is include:spf-eu.exlibrisgroup.com include:_spf.email.stefna.is ip4:193.109.24.0/24 ip4:213.176.128.0/24 ip4:157.157.9.0/24 ~all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Innviðaráðuneytið,Ministry of Infrastructure,,,https://www.stjornarradid.is/raduneyti/innvidaraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Sýslumaðurinn í Vestmannaeyjum,District Commissioner of Westman Islands,,,https://island.is/s/syslumenn/vestmannaeyjar,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Sýslumaðurinn á Vestfjörðum,District Commissioner of West Fjords Iceland,,,https://island.is/s/syslumenn/vestfirdir,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Sýslumaðurinn á Suðurnesjum,District Commissioner of Suðurnes District,,,https://island.is/s/syslumenn/sudurnes,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Sýslumaðurinn á Suðurlandi,District Commissioner of South Iceland,,,https://island.is/s/syslumenn/sudurland,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Sýslumaðurinn á Norðurlandi vestra,District Commissioner of North West Iceland,,,https://island.is/s/syslumenn/nordurland-vestra,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Sýslumaðurinn á Norðurlandi eystra,District Commissioner of Northeast Iceland,,,https://island.is/s/syslumenn/nordurland-eystra,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Sýslumaðurinn á Austurlandi,District Commissioner of East Iceland,,,https://island.is/s/syslumenn/austurland,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Sýslumaðurinn á höfuðborgarsvæðinu,District Commissioner of Greater Reykjavik,,,https://island.is/s/syslumenn/hofudborgarsvaedid,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Hugverkastofan,The Icelandic Intellectual Property Office,,,https://www.hugverk.is/,hugverk.is,,,0,,hugverk-is.mail.protection.outlook.com,ns0.vist.is; ns1.vist.is; ns2.vist.is,51.104.28.69,v=spf1 include:spf.protection.outlook.com include:_spf.gopro.net -all,8075,cloud,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Heyrnar- og talmeinastöð Íslands,Hearing and Speech Institute of Iceland,,,https://hti.is/,hti.is,,,1,301,hti-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,212.30.229.77,v=spf1 ip4:82.221.31.222 ip4:82.221.39.175 ip4:82.221.39.176 ip4:157.157.84.65 include:spf.protection.outlook.com -all,44515,IS-ADVANIA,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Héraðsdómur Vesturlands,District Court of West Iceland,,,https://heradsdomstolar.is/heradsdomstolar/vesturland/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Héraðsdómur Vestfjarða,District Court of the Westfjords,,,https://heradsdomstolar.is/heradsdomstolar/vestfirdir/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Héraðsdómur Suðurlands,District Court of South Iceland,,,https://heradsdomstolar.is/heradsdomstolar/sudurland/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Héraðsdómur Reykjavíkur,District Court of Reykjavik,,,https://heradsdomstolar.is/heradsdomstolar/reykjavik/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Héraðsdómur Reykjaness,District Court of Reykjanes,,,https://heradsdomstolar.is/heradsdomstolar/reykjanes/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Héraðsdómur Norðurlands vestra,District Court of Northwest Iceland,,,https://heradsdomstolar.is/heradsdomstolar/nordurland-vestra/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Héraðsdómur Norðurlands eystra,District Court of Northeast Iceland,,,https://heradsdomstolar.is/heradsdomstolar/nordurland-eystra/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Héraðsdómur Austurlands,District Court of East Iceland,,,https://heradsdomstolar.is/heradsdomstolar/austurland/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,ns0.vist.is; ns1.vist.is; ns2.vist.is,82.221.64.168,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,44515,F5-v4-1,,,,,,,Local (.is),Local (.is),Other,,,,No redirect
Heilbrigðisstofnun Vestfjarða,The Health Care Instiution of Westfjordur,,,http://hvest.is/,hvest.is,,,1,301,hvest-is.mail.protection.outlook.com,ns0.sigurbjartur.com; ns1.sigurbjartur.com,193.109.24.166,v=spf1 ip4:212.30.212.128/26 a:mail.simnet.is a:postur.simnet.is include:_spf.vist.is include:spf.protection.outlook.com -all,24743,IS-SNERPA-ISP,,,,,,,Microsoft 365,Other,Other,,,,No redirect
Heilbrigðisráðuneytið,Ministry of Health,,,https://www.stjornarradid.is/raduneyti/heilbrigdisraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,8.47.69.2; 8.6.112.2,v=spf1 mx include:spf.protection.outlook.com -all,13335,LPL-141-CLOUD14-8-47-69,,,,,,,Microsoft 365,Cloudflare,Other,,,,No redirect
Háskólinn á Hólum,Hólar University College,,,http://holar.is/,holar.is,,,1,302,holar-is.mail.protection.outlook.com,ns1.stefna.is; ns2.stefna.is; ns3.stefna.is,52.49.138.181,v=spf1 ip4:130.208.165.125 ip4:130.208.165.126 ip4:130.208.165.127 ip4:130.208.165.128 ip4:130.208.165.0/24 ip4:130.208.49.6 include:_spf.email.stefna.is include:spf.hysing.is include:spf.protection.outlook.com -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Háskólinn á Akureyri,University of Akureyri,,,https://www.unak.is/,unak.is,,,0,,eu-esec-01.heimdalsecurity.com; eu-esec-02.heimdalsecurity.com,dns.unak.is; dreki.unak.is; dvalinn.rhnet.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:spf-esec.heimdalsecurity.com include:_spfint.unak.is include:_spfext.unak.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Háskóli Íslands,University of Iceland,,,https://www.hi.is/,hi.is,,,1,302,hi-is.mail.protection.outlook.com,borg.rhi.hi.is; dvalinn.rhnet.is; info.rhi.hi.is,130.208.165.58,v=spf1 include:_spf.hi.is include:spf.protection.outlook.com include:_external.hi.is -all,15474,IS-HINET-C,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Hagstofa Íslands,Statistics Iceland,,,https://hagstofa.is/,hagstofa.is,,,0,,hagstofa-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,157.157.115.20,v=spf1 mx a ip4:157.157.115.0/27 include:servers.mcsv.net include:spf.protection.outlook.com ~all,6677,IS-ICENET,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Hafnarfjarðarbær,Hafnarfjarðarbær,,,https://www.hafnarfjordur.is/,hafnarfjordur.is,,,1,301,hafnarfjordur-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,192.248.181.117,"v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com  include:_spf.123formbuilder.com include:mail.umsja.is include:_spf.kjarni.is include:_spf.zenter.is include:_spf.wise.is ip4:13.74.150.199 ip4:79.171.97.166 ip4:82.221.39.128/25 "" ""ip4:80.248.22.107"" "" ip4:194.144.188.240 ip4:194.144.188.251 ip4:13.74.150.199 ip4:79.171.96.177 ip4:82.221.39.150/32 ip4:54.77.215.155 ip4:137.135.249.44 -all",20473,NET-V4-192-248-128-0-18,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Landbúnaðarháskóli Íslands,Agricultural University of Iceland,,,http://www.lbhi.is/,lbhi.is,,,1,301,lbhi-is.mail.protection.outlook.com,branda.lbhi.is; dvalinn.rhnet.is; groa.rala.is,77.68.3.186,v=spf1 include:spf.protection.outlook.com ip4:130.208.165.0/24 -all,8560,UK-NGCS,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Grindavíkurbær,Grindavík,,,https://www.grindavik.is/,grindavik.is,,,0,,grindavik-is.mail.protection.outlook.com,ns1.thekking.is; ns2.thekking.is; ns4.thekking.is,217.171.216.11,v=spf1 ip4:157.157.134.67 ip4:80.248.30.97 ip4:213.220.105.36 include:spf-eu.exlibrisgroup.com include:spf.protection.outlook.com include:_spf.google.com ~all,12969,IS-WISE-20040831,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Garðabær,Garðabær,,,https://www.gardabaer.is/,gardabaer.is,,,0,,gardabaer-is.mail.protection.outlook.com,ns1.thekking.is; ns2.thekking.is; ns4.thekking.is,52.48.55.82; 54.154.122.174; 54.72.105.112,"v=spf1 include:_spf.hugsmidjan.is ip4:217.171.220.199 ip4:217.171.209.2 ip4:79.171.96.117 ip4:82.221.98.134 ip4:217.171.220.185 include:servers.mcsv.net include:spf.protection.outlook.com include:spf.eu.exclaimer.net include:spf-"" ""eu"" "".emailsignatures365.com include:spf.vala.is include:_spf.wise.is ip4:137.135.249.44 ip4:217.171.217.48 include:spf-eu.exlibrisgroup.com -all",16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Framhaldsskólinn í Vestmannaeyjum,Vestmannaeyjar College,,,https://www.fiv.is/,fiv.is,,,0,,fiv-is.mail.protection.outlook.com,ns1.stefna.is; ns2.stefna.is; ns3.stefna.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is include:spf.inna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Framhaldsskólinn í Mosfellsbæ,College of Mosfellsbær,,,https://www.fmos.is/,fmos.is,,,0,,fmos-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,52.49.138.181,v=spf1 include:spf.inna.is include:_spf.email.stefna.is include:spf.protection.outlook.com -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Framhaldsskólinn í Austur-Skaftafellssýslu,College of East Skaftafellssýsla,,,https://www.fas.is/,fas.is,,,1,301,fas-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,185.112.145.233,v=spf1 include:spf.protection.outlook.com include:_spf.1984.is ~all,44925,THE-1984-CLOUD,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect
Framhaldsskólinn á Laugum,College in Laugar,,,https://laugar.is/,laugar.is,,,0,,laugar-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns2.1984.is,194.144.141.81,v=spf1 include:spf.protection.outlook.com include:inna.is ip4:82.221.39.128/25 ip4:82.148.71.229/24 -all,12969,IS-SENA,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
