name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,spf,mx_asn,mx_org,mx_country,spf_asn,spf_org,spf_country,ns,dns_asn,dns_org,dns_country,a,hosting_asn,hosting_org,hosting_country,final_mx,final_spf,final_mx_asn,final_mx_org,final_mx_country,final_spf_asn,final_spf_org,final_spf_country,final_ns,final_dns_asn,final_dns_org,final_dns_country,final_a,final_hosting_asn,final_hosting_org,final_hosting_country,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status,effective_email_provider,email_disclaimer,email_disclaimer_text,effective_dns_category,dns_disclaimer,dns_disclaimer_text,effective_hosting_category,hosting_disclaimer,hosting_disclaimer_text
Fjölbrautaskóli Snæfellinga,Snæfell Comperhensive Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fsn.is/,fsn.is,,,0,,fsn-is.mail.protection.outlook.com,v=spf1 include:_spf.mlsend.com include:spf.protection.outlook.com include:spf.inna.is ip4:54.77.215.155 ip4:185.174.176.13 include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,54.76.32.59,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Fjölbrautaskóli Norðurlands vestra,College of Northwest Iceland,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fnv.is/,fnv.is,,,0,,fnv-is.mail.protection.outlook.com,v=spf1 ip4:178.248.17.136 ip4:178.248.17.137 ip4:178.248.17.138 ip4:178.248.17.135 ip4:82.148.71.130 ip4:178.248.16.8 include:spf.protection.outlook.com include:spf.inna.is a:relay.premis.is include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dell.netvistun.is; dell2.netvistun.is,60690,NHNET-MNT,IS,54.76.32.59,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Fjármála- og efnahagsráðuneytið,Ministry of Finance and Economic Affairs,Fjármála- og efnahagsráðuneytið,Ministry of Finance and Economic Affairs,https://www.stjornarradid.is/raduneyti/fjarmala-og-efnahagsraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Fjarðabyggð,Fjarðabyggð,Sveitarfélög,Municipalities,https://www.fjardabyggd.is/,fjardabyggd.is,,,0,,fjardabyggd-is.mail.protection.outlook.com,v=spf1 ip4:80.248.30.97/32 ip4:79.171.96.117/32 include:spf.protection.outlook.com include:spf.exclaimer.net include:_spf.wise.is include:_spf.umsja.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns01.t.is; ns02.t.is,29689,MNT-NYHERJI,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Fjallabyggð,Fjallabyggð,Sveitarfélög,Municipalities,https://www.fjallabyggd.is/,fjallabyggd.is,,,0,,fjallabyggd-is.mail.protection.outlook.com,v=spf1 ip4:212.30.232.39 ip4:79.171.96.117 include:spf.hysing.is include:spf.protection.outlook.com include:_spf.email.stefna.is include:smtp.wise.is include:spf-eu.exlibrisgroup.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Fangelsismálastofnun,Prison and Probation Administration,Dómsmálaráðuneytið,Ministry of Justice,https://www.fangelsi.is/,fangelsi.is,,,0,,fangelsi-is.mail.protection.outlook.com,v=spf1 include:_spf.vist.is include:spf.protection.outlook.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,54.154.122.174,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Dómsmálaráðuneytið,Ministry of Justice,Dómsmálaráðuneytið,Ministry of Justice,https://www.stjornarradid.is/raduneyti/domsmalaraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Dalvíkurbyggð,Dalvíkurbyggð,Sveitarfélög,Municipalities,https://www.dalvikurbyggd.is/,dalvikurbyggd.is,,,0,,eu-esec-01.heimdalsecurity.com; eu-esec-02.heimdalsecurity.com,"v=spf1 mx include:_spf.vist.is ip4:157.157.11.2 ip4:157.157.11.4 ip4:93.95.228.244 ip4:216.147.218.9 ip4:137.135.249.44 include:_spf.email.stefna.is a:relay.hysing.is a:mail.umsja.is ip4:213.167.135.131 include:spf.protection.outlook.com include:spf-eu.ex"" ""librisgroup.com include:spf-esec.heimdalsecurity.com -all",8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Byggðastofnun,The Icelandic Regional Development Institute,Innviðaráðuneytið,Ministry of Infrastructure,https://www.byggdastofnun.is/,byggdastofnun.is,,,0,,byggdastofnun-is.mail.protection.outlook.com,v=spf1 include:_spf.vist.is include:spf.protection.outlook.com mx ip4:79.171.99.0/24  ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Borgarbyggð,Borgarbyggð,Sveitarfélög,Municipalities,https://www.borgarbyggd.is/,borgarbyggd.is,,,1,308,borgarbyggd-is.mail.eo.outlook.com,v=spf1 ip4:213.181.113.16/29 ip4:213.181.115.56/29 ip4:178.19.53.32/29 ip4:213.181.114.39 ip4:213.181.113.208/28 include:_spf.email.stefna.is include:spf.vala.is include:spf.hysing.is include:smtp.wise.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dns3.midja.is; dns4.midja.is,59396,TRShostmaster,IS,76.76.21.21,16509,"Vercel, Inc",US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Other US,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Other US,False,
Akraneskaupstaður,Akraneskaupstaður,Sveitarfélög,Municipalities,https://www.akranes.is/,akranes.is,,,0,,akranes-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:157.157.19.73 ip4:157.157.20.90 include:spf-eu.exlibrisgroup.com include:_spf.email.stefna.is include:spf.vala.is -all ,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1-04.azure-dns.com; ns2-04.azure-dns.net; ns3-04.azure-dns.org; ns4-04.azure-dns.info,8075,Microsoft Corporation,US,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Azure,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Azure,False,,AWS,False,
Akureyrarbær,Akureyrarbær,Sveitarfélög,Municipalities,https://www.akureyri.is/,akureyri.is,,,0,,akureyri-is.mail.protection.outlook.com; feedback-smtp.eu-west-1.amazonses.com,v=spf1 include:amazonses.com ~all; v=spf1 include:spf.akureyri.is include:_spf.email.stefna.is include:spf.protection.outlook.com a:aker.isnic.is a:smtp.c.is include:_spf.kjarni.is include:smtp.umsja.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,76.76.21.21,16509,"Vercel, Inc",US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Other US,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Other US,False,
Reykhólahreppur,Reykhólahreppur,Sveitarfélög,Municipalities,https://www.reykholar.is/,reykholar.is,,,0,,reykholar-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.vist.is ip4:193.109.24.0/24 ip4:88.149.90.0/24 ip4:213.176.128.0/24 ip4:194.105.231.0/23 ip4:157.157.9.0/24 ip4:46.239.224.0/19 include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.snerpa.is; ns2.snerpa.is,24743,Snerpa ehf,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Vopnafjarðarhreppur,Vopnafjarðarhreppur,Sveitarfélög,Municipalities,https://vopnafjardarhreppur.is/,vopnafjardarhreppur.is,,,0,,vopnafjardarhreppur-is.mail.protection.outlook.com,v=spf1 ip4:212.30.252.106 include:spf.protection.outlook.com include:_spf.email.stefna.is include:spf.hysing.is include:spfcloud.letsignit.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,185.219.149.13,60690,MNT-OK,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Ríkisendurskoðun,The Icelandic National Audit Office,Alþingi,Parliament,https://rikisendurskodun.is/,rikisendurskodun.is,,,0,,rikisendurskodun-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,194.144.226.50,12969,MNT-RE,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
"Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate","Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate",https://www.stjornarradid.is/raduneyti/umhverfis-orku-og-loftslagsraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Mennta- og barnamálaráðuneytið,Ministry of Education and Children,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.stjornarradid.is/raduneyti/mennta-og-barnamalaraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Utanríkisráðuneytið,Ministry for Foreign Affairs,Utanríkisráðuneytið,Ministry for Foreign Affairs,https://www.stjornarradid.is/raduneyti/utanrikisraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Tilraunastöð Háskóla Íslands í meinafræði að Keldum,"Institute For Experimental Pathology, University of Iceland, Keldur","Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://keldur.is/is,keldur.is,,,0,,mx1.hi.is; mx2.hi.is,v=spf1 include:_spf.hi.is,15474.0,Haskoli Islands,IS,,,,borg.rhi.hi.is; info.rhi.hi.is,15474,Haskoli Islands,IS,130.208.165.212,15474,Haskoli Islands,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Vegagerðin,The Icelandic Road and Coastal Administration,Innviðaráðuneytið,Ministry of Infrastructure,http://www.vegagerdin.is/,vegagerdin.is,,,1,301,vegagerdin-is.mail.protection.outlook.com,v=spf1 ip4:185.147.137.14 ip4:185.147.137.64/27 ip4:194.144.161.0/24  include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,nm1.vegagerdin.is; nm2.vegagerdin.is,211734,Vegagerdin,IS,185.147.137.88,211734,Vegagerdin,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Veðurstofa Íslands,Icelandic Meteorological Office,"Umhverfis-, orku- og loftslagsráðuneytið","Ministry of the Environment, Energy and Climate",https://www.vedur.is/,vedur.is,,,0,,vedur-is.mail.protection.outlook.com,v=spf1 ip4:130.208.87.148 ip4:130.208.87.150 include:spf.protection.outlook.com include:servers.mcsv.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dvalinn.rhnet.is; ns1.vedur.is; ns2.vedur.is; ns3.vedur.is,15474,Rannsokna- og haskolanet Islands hf.,IS,94.142.156.174,48685,MNT-OK,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Skorradalshreppur,Skorradalshreppur,Sveitarfélög,Municipalities,https://skorradalur.is/,skorradalur.is,,,0,,skorradalur-is.mail.protection.outlook.com,v=spf1 ip4:185.43.30.9 ip4:213.181.120.149 ip4:185.43.30.8 include:spf.protection.outlook.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.netvoktun.is; ns2.netvoktun.is; ns3.netvoktun.is; ns4.netvoktun.is,14061,digitalocean,US,185.43.30.9,212771,mnt-is-net-1,IS,,,,,,,,,,,,,,,,,Microsoft 365,Other US,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,Local (.is),False,
Matvælastofnun,Icelandic Food and Veterinary Authority,Atvinnuvegaráðuneyti,Ministry of Industries,https://www.mast.is/,mast.is,,,0,,mast-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com a:relay.hysing.is a:mx1.midja.is a:mx4.midja.is ip4:37.205.35.177 include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dns0.midja.is; dns2.midja.is,59396,TRShostmaster,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Vestmannaeyjabær,Vestmannaeyjabær,Sveitarfélög,Municipalities,https://www.vestmannaeyjar.is/,vestmannaeyjar.is,,,0,,vestmannaeyjar-is.mail.protection.outlook.com,v=spf1 +ip4:137.135.249.44 +ip4:85.116.80.0/27 +ip4:157.157.197.160 include:spf.protection.outlook.com include:_spf.gopro.net include:spf.hysing.is include:email.on.spiceworks.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.bdm.microsoftonline.com; ns2.bdm.microsoftonline.com; ns3.bdm.microsoftonline.com; ns4.bdm.microsoftonline.com,8075,Microsoft Corporation,US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Azure,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Azure,False,,AWS,False,
Umboðsmaður Alþingis,Parliamentary Ombudsman,Alþingi,Parliament,https://www.umbodsmadur.is/,umbodsmadur.is,,,0,,postur.umbodsmadur.is,v=spf1 mx a:postur.umbodsmadur.is include:spf.hysing.is include:hysing.is include:_spf.umsja.is -all,44515.0,MNT-ADVANIA,IS,44515.0,MNT-ADVANIA,IS,ns01.t.is; ns02.t.is,29689,MNT-NYHERJI,IS,40.127.136.225,8075,Microsoft Corporation,US,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Azure,,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Azure,False,
Sveitarfélagið Ölfus,Sveitarfélagið Ölfus,Sveitarfélög,Municipalities,https://www.olfus.is/,olfus.is,,,0,,olfus-is.mail.protection.outlook.com,v=spf1 include:_spf.email.stefna.is include:spf.protection.outlook.com include:spf-eu.exlibrisgroup.com a:mx1.midja.is a:mx4.midja.is ip4:37.205.35.49 ip4:178.19.52.67 ip4:54.155.19.247 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.thekking.is; ns2.thekking.is,12969,VFIS-NET-MNT,IS,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Sveitarfélagið Vogar,Sveitarfélagið Vogar,Sveitarfélög,Municipalities,https://www.vogar.is/,vogar.is,,,0,,vogar-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:spf.hysing.is include:spf.dacoda.com ip4:194.105.232.31 include:smtp.wise.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.okhysing.is; ns2.okhysing.is,48685,MNT-OK,IS,54.76.32.59,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Sveitarfélagið Hornafjörður,Sveitarfélagið Hornafjörður,Sveitarfélög,Municipalities,https://www.hornafjordur.is/,hornafjordur.is,,,0,,hornafjordur-is.mail.protection.outlook.com,v=spf1 include:_spf.thekking.is ip4:213.167.138.133  include:smtp.thekking.is include:spf.protection.outlook.com include:spf.stackmail.com include:_spf.email.stefna.is ip4:82.221.39.128/25 ip4:80.248.22.107 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Sveitarfélagið Árborg,Sveitarfélagið Árborg,Sveitarfélög,Municipalities,https://www.arborg.is/,arborg.is,,,0,,arborg-is.mail.protection.outlook.com,v=spf1 a:postur.arborg.is a:mx4.midja.is include:spf.vala.is include:spf.protection.outlook.com ip4:37.205.37.153 ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,52.209.81.188; 52.48.55.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Stykkishólmsbær,Stykkishólmsbær,Sveitarfélög,Municipalities,https://www.stykkisholmur.is/,stykkisholmur.is,,,0,,stykkisholmur-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is -all; v=spf1 ip4:157.157.138.227 include:spf.protection.outlook.com -all; v=spf1 include:spf.protection.outlook.com -all; v=spf1 include:spf.protection.outlook.com include:_spf.wise.is -all; v=spf1 include:spf.protection.outlook.com include:_spf.inna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Seltjarnarnesbær,Seltjarnarnesbær,Sveitarfélög,Municipalities,http://www.seltjarnarnes.is/,seltjarnarnes.is,,,1,301,seltjarnarnes-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.gopro.net ip4:217.28.184.49 ip4:80.248.30.97 a:m-out1.thekking.is include:_spf.email.stefna.is include:_spf.wise.is include:%{l}._spf.%{d} -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns01.t.is; ns02.t.is,29689,MNT-NYHERJI,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Reykjanesbær,Reykjanesbær,Sveitarfélög,Municipalities,https://www.reykjanesbaer.is/is,reykjanesbaer.is,,,0,,mx-in-01.simnet.is; mx-in-02.simnet.is; mx-in.simnet.is,v=spf1 ip4:80.248.30.97 include:_spf.vist.is mx include:_spf.email.stefna.is include:spf.protection.outlook.com include:smtp.umsja.is include:eu.zcsend.net include:_spf.gopro.net include:_spf.wise.is -all,6677.0,MILAHF-MNT,IS,8075.0,Microsoft Corporation,US,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Local (.is),False,,AWS,False,
Mosfellsbær,Mosfellsbær,Sveitarfélög,Municipalities,https://mos.is/,mos.is,,,0,,mos-is.mail.eo.outlook.com,v=spf1 include:spf.hysing.is include:%{l}_spf.%{d} ip4:80.248.30.97 ip4:79.171.97.166  include:spf.protection.outlook.com include:spf.svarbox.is include:_spf.wise.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,boyd.ns.cloudflare.com; kinsley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,104.21.67.159; 172.67.177.244,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Cloudflare,False,
Úrskurðarnefnd velferðarmála,Welfare Appeals Committee,Félags- og húsnæðismálaráðuneyti,Ministry of Social Affairs and Housing,http://urvel.is/,urvel.is,,,1,301,urvel-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com a:mx4.midja.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dns3.midja.is; dns4.midja.is,59396,TRShostmaster,IS,37.205.37.41,59396,TRShostmaster,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Umboðsmaður barna,The Ombudsman for Children,Forsætisráðuneytið,Prime Minister's Office,https://www.barn.is/,barn.is,,,0,,barn-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:194.105.231.27 ip4:217.171.209.5 ip4:79.171.97.180 a:postur.outcome.is include:_spf.vist.is include:_spf.gopro.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dns7.midja.is; dns8.midja.is,59396,TRShostmaster,IS,54.154.122.174; 54.72.105.112,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Seðlabanki Íslands,The Central Bank of Iceland,Forsætisráðuneytið,Prime Minister's Office,https://www.sedlabanki.is/,sedlabanki.is,,,1,301,mx1.sedlabanki.is; mx2.sedlabanki.is,v=spf1 mx include:spf.hysing.is a:mx1.rb.is a:mx2.rb.is include:mail.umsja.is include:spf.protection.outlook.com -all,12969.0,VFIS-NET-MNT,IS,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,82.221.64.128,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Local (.is),False,,Local (.is),False,
