name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,spf,mx_asn,mx_org,mx_country,spf_asn,spf_org,spf_country,ns,dns_asn,dns_org,dns_country,a,hosting_asn,hosting_org,hosting_country,final_mx,final_spf,final_mx_asn,final_mx_org,final_mx_country,final_spf_asn,final_spf_org,final_spf_country,final_ns,final_dns_asn,final_dns_org,final_dns_country,final_a,final_hosting_asn,final_hosting_org,final_hosting_country,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status,effective_email_provider,email_disclaimer,email_disclaimer_text,effective_dns_category,dns_disclaimer,dns_disclaimer_text,effective_hosting_category,hosting_disclaimer,hosting_disclaimer_text
Safnaráð,The Museum Council of Iceland,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://safnarad.is/,safnarad.is,,,0,,safnarad-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,185.112.145.154,44925,MNT-1984,IS,,,,,,,,,,,,,,,,,Microsoft 365,Other US,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,Local (.is),False,
Ríkisútvarpið ohf.,The Icelandic National Broadcasting Service,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://www.ruv.is/,ruv.is,,,0,,ruv-is.mail.protection.outlook.com,v=spf1 ip4:37.152.64.80 ip4:37.152.64.81 include:_spf.psm.knowbe4.com include:spf.protection.outlook.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,adrian.ns.cloudflare.com; igor.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Cloudflare,False,
Rannsóknamiðstöð Íslands,The Icelandic Centre for Research,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://www.rannis.is/,rannis.is,,,0,,rannis-is.mail.protection.outlook.com,v=spf1 ip4:213.220.103.28 ip4:130.208.165.205 ip4:217.171.209.28 ip4:130.208.165.145 ip4:185.219.150.121 a:vefpostur.rannis.is include:_spf.gopro.net include:spf.protection.outlook.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.thekking.is; ns2.thekking.is; ns4.thekking.is,12969,VFIS-NET-MNT,IS,54.154.122.174; 54.72.105.112,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Náttúruminjasafn Íslands,Icelandic Museum of Natural History,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://nmsi.is/,nmsi.is,,,0,,nmsi-is.mail.protection.outlook.com,v=spf1 a:mg.lausn.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dell.netvistun.is; dell2.netvistun.is,60690,NHNET-MNT,IS,178.248.20.131,60690,NHNET-MNT,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Miðstöð íslenskra bókmennta,Icelandic Literature Center,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://www.islit.is/,islit.is,,,0,,islit-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:smtp.hugsmidjan.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,6677,MILAHF-MNT,IS,52.209.81.188; 52.48.55.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Listasafn Einars Jónssonar,The Einar Jónsson Museum,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://lej.is/,lej.is,,,0,,lej-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.c.is; ns1.c.is; ns2.c.is,12969,VFIS-NET-MNT,IS,185.174.176.227,206842,is-tactica-1-mnt,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Listasafn Íslands,National Gallery of Iceland,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://www.listasafn.is/,listasafn.is,,,0,,listasafn-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.createsend.com ip4:80.248.30.97 ip4:217.28.176.106/31 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,adelaide.ns.cloudflare.com; elliott.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,76.76.21.21,16509,"Vercel, Inc",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Other US,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Other US,False,
Landsbókasafn Íslands - Háskólabókasafn,National and University Library of Iceland,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://landsbokasafn.is/,landsbokasafn.is,,,0,,landsbokasafn-is.mail.protection.outlook.com,v=spf1 ip4:130.208.54.0/25 ip4:130.208.53.0/24 ip4:130.208.52.0/25 ip4:130.208.54.193 include:spf.protection.outlook.com include:spf.emailsignatures365.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dvalinn.rhnet.is; lbsns1.landsbokasafn.is; lbsns2.landsbokasafn.is,15474,Rannsokna- og haskolanet Islands hf.,IS,130.208.54.33,15474,National and University library Of Iceland,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Kvikmyndasafn Íslands,National Film Archive of Iceland,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://kvikmyndasafn.is/,kvikmyndasafn.is,,,0,,kvikmyndasafn-is.mail.protection.outlook.com,v=spf1 MX include:_spf.techsupport.is include:google.com include:spf.protection.outlook.com ip4:176.10.37.237/30 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.thekking.is; ns2.thekking.is; ns4.thekking.is,12969,VFIS-NET-MNT,IS,136.244.83.112,20473,"Vultr Holdings, LLC",US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Other US,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Other US,False,
Kvikmyndamiðstöð Íslands,Icelandic Film Centre,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",http://www.kvikmyndamidstod.is/,kvikmyndamidstod.is,,,1,308,kvikmyndamidstod-is.mail.protection.outlook.com,v=spf1 +a +mx +ip4:217.28.176.106 +ip4:217.28.176.107 include:_spf.thekking.is include:spf.protection.outlook.com include:_spf.gopro.net ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,adelaide.ns.cloudflare.com; elliott.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,216.150.1.1,16509,"Vercel, Inc",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Other US,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Cloudflare,False,,Other US,False,
Jafnréttisstofa,The Centre for Gender Equality,Dómsmálaráðuneytið,Ministry of Justice,https://www.jafnretti.is/,jafnretti.is,,,0,,jafnretti-is.mail.protection.outlook.com,v=spf1 ip4:212.30.232.51 include:_spf.email.stefna.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,54.76.32.59,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Íslenski dansflokkurinn,Iceland Dance Company,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",http://id.is/is/,id.is,,,2,301; 301,id-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.xnet.is; ns2.xnet.is,209214,is-netheimur-1-mnt,IS,217.9.143.94,12969,VFIS-NET-MNT,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Húsnæðis- og mannvirkjastofnun,Housing & Construction Authority,Félags- og húsnæðismálaráðuneyti,Ministry of Social Affairs and Housing,https://www.hms.is/,hms.is,,,0,,hms-is.mail.protection.outlook.com,"v=spf1 a:postur.ils.is include:spf.protection.outlook.com include:eu.rp.oracleemaildelivery.com include:_spf.atlassian.net include:_spf.gopro.net include:servers.mcsv.net include:eig.spf.a.cloudfilter.net include:stspg-customer.com include:mail.zendesk.co"" ""m -all",8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1-09.azure-dns.com; ns2-09.azure-dns.net; ns3-09.azure-dns.org; ns4-09.azure-dns.info,8075,Microsoft Corporation,US,76.76.21.142,16509,"Vercel, Inc",US,,,,,,,,,,,,,,,,,Microsoft 365,Azure,Other US,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Azure,False,,Other US,False,
Gljúfrasteinn: hús skáldsins,Gljúfrasteinn,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",http://gljufrasteinn.is/,gljufrasteinn.is,,,1,301,gljufrasteinn-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.zenter.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns2.1984.is,20473,"Vultr Holdings, LLC",US,185.112.145.181,44925,MNT-1984,IS,,,,,,,,,,,,,,,,,Microsoft 365,Other US,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,Local (.is),False,
Fjölmiðlanefnd,Media Commission,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://fjolmidlanefnd.is/,fjolmidlanefnd.is,,,0,,fjolmidlanefnd-is.mail.protection.outlook.com,v=spf1 include:spf.hysingar.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.okhysing.is; ns2.okhysing.is,48685,MNT-OK,IS,185.174.176.24,206842,is-tactica-1-mnt,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Ferðamálastofa,Icelandic Tourist Board,Atvinnuvegaráðuneyti,Ministry of Industries,https://www.ferdamalastofa.is/,ferdamalastofa.is,,,0,,ferdamalastofa-is.mail.protection.outlook.com,v=spf1 a a:m-out2.thekking.is a:m-out1.thekking.is include:_spf.thekking.is include:spf.protection.outlook.com include:_spf.email.stefna.is include:servers.mcsv.net ip4:157.157.61.63 ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.thekking.is; ns2.thekking.is,12969,VFIS-NET-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Atvinnuvegaráðuneyti,Ministry of Industries,Atvinnuvegaráðuneyti,Ministry of Industries,https://www.stjornarradid.is/raduneyti/atvinnuvegaraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Árnastofnun,The Árni Magnússon Institute for Icelandic Studies,"Menningar-, nýsköpunar- og háskólaráðuneyti",,https://arnastofnun.is/is,arnastofnun.is,,,0,,arnastofnun-is.mail.protection.outlook.com,v=spf1 a ptr ip4:130.208.0.0/16 ip6:2a00:c88:4000::/40 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,borg.rhi.hi.is; info.rhi.hi.is,15474,Haskoli Islands,IS,62.113.234.7,47447,MNT-23MEDIA,DE,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Other,False,
Fiskistofa,The Directorate of Fisheries,Atvinnuvegaráðuneyti,Ministry of Industries,http://www.fiskistofa.is/,fiskistofa.is,https://island.is/s/fiskistofa,island.is,2,301; 302,publicadministrationis.mail.protection.outlook.com,v=spf1 ip4:217.171.222.2 ip4:217.170.208.14 include:spf.protection.outlook.com include:_spf.zenter.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1-06.azure-dns.com; ns2-06.azure-dns.net; ns3-06.azure-dns.org; ns4-06.azure-dns.info,8075,Microsoft Corporation,US,217.171.222.5,12969,Wise lausnir ehf.,IS,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509.0,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509.0,"Amazon.com, Inc.",US,Microsoft 365,Azure,Local (.is),Microsoft 365,AWS,AWS,Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,True,"Original domain used Azure, but redirect target uses AWS.",AWS,True,"Original domain used Local (.is), but redirect target uses AWS."
Fjarskiptastofa,Post and Telecom Administration in Iceland,Innviðaráðuneytið,Ministry of Infrastructure,https://pfs.is/,pfs.is,https://www.fjarskiptastofa.is/,fjarskiptastofa.is,1,301,pfs-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:spfa.cpmails.com ip4:82.221.59.5 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,82.221.64.46,44515,MNT-ADVANIA,IS,fjarskiptastofa-is.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:spfa.cpmails.com include:spf.hysing.is ip4:82.221.59.5 mx include:_spf"" "".gopro.net -all",8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515.0,MNT-ADVANIA,IS,82.221.64.168,44515.0,MNT-ADVANIA,IS,Microsoft 365,Local (.is),Local (.is),Microsoft 365,Local (.is),Local (.is),Internal .is redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),True,Local (.is) is used on both domains.,Local (.is),True,Local (.is) is used on both domains.
Dómstólar,The Courts,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/domstolar,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Endurupptökudómur,The Court on Reopening of cases,Dómsmálaráðuneytið,Ministry of Justice,https://endurupptokudomur.is/,endurupptokudomur.is,,,0,,,,,,,,,,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Unknown,Local (.is),Local (.is),,,,No redirect,Unknown,False,,Local (.is),False,,Local (.is),False,
Skrifstofa fjármálagreininga lögreglu,Financial Intelligence Unit,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/v/skrifstofa-fjarmalagreininga-loegreglu,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
